iter	Logloss
287	0.3086185032
288	0.308584565
289	0.3085357053
290	0.3085154105
291	0.3085080805
292	0.3084550002
293	0.3084299301
294	0.3084266133
295	0.3084044468
296	0.3083039445
297	0.3082784831
298	0.3082331524
299	0.3082318554
300	0.3081846288
301	0.3081828756
302	0.3081089161
303	0.308053271
304	0.3079817376
305	0.307919298
306	0.3078614685
307	0.3078577474
308	0.3078568811
309	0.3078255957
310	0.3077684719
311	0.3077672275
312	0.3077375146
313	0.3077172333
314	0.3076377488
315	0.3076124774
316	0.307535454
317	0.3075169783
318	0.3074834914
319	0.3074137742
320	0.3072786122
321	0.3072073744
322	0.3071379125
323	0.3070875141
324	0.3070012474
325	0.307000529
326	0.3069997795
327	0.3069855804
328	0.306968455
329	0.3069082425
330	0.3068745561
331	0.3068440486
332	0.3067680589
333	0.3065122465
334	0.3064376351
335	0.3064247639
336	0.3063870445
337	0.3063842227
338	0.3062636859
339	0.3062050854
340	0.3061940898
341	0.3061839448
342	0.3061685989
343	0.3061126582
344	0.3061114744
345	0.3060699925
346	0.3059956301
347	0.3058811278
348	0.3058354065
349	0.3058206939
350	0.3057845685
351	0.3057075003
352	0.3056478241
353	0.30562158
354	0.3055702201
355	0.3055543078
356	0.3055416625
357	0.3055408816
358	0.3055401535
359	0.3054596288
360	0.3054458536
361	0.3054408841
362	0.3053991945
363	0.3052931179
364	0.3052147588
365	0.3051868595
366	0.3051739603
367	0.305079254
368	0.3049601133
369	0.3049358642
370	0.3049102182
371	0.304697427
372	0.3045735208
373	0.3045263208
374	0.3044855182
375	0.3043434425
376	0.3042722665
377	0.3042147199
378	0.3041374464
379	0.3041146133
380	0.3041010694
381	0.3040936704
382	0.30407521
383	0.303940745
384	0.3038883684
385	0.3038871518
386	0.3038430858
387	0.3038078404
388	0.3038071513
389	0.3038032155
390	0.3036613722
391	0.3036185381
392	0.3036086546
393	0.3034875247
394	0.3034572623
395	0.3034457028
396	0.3034247384
397	0.3034086993
398	0.3034066278
399	0.3033803155
400	0.3033759807
401	0.3032315443
402	0.3031830998
403	0.3031588419
404	0.3030663795
405	0.3029529812
406	0.3029204473
407	0.3028824524
408	0.3028345199
409	0.3027815084
410	0.3027180182
411	0.3026916319
412	0.3025844055
413	0.3025610985
414	0.3024408519
415	0.3024174939
416	0.3024168121
417	0.302382383
418	0.3023711401
419	0.3023526401
420	0.3023517195
421	0.3023381595
422	0.3023205193
423	0.3022471052
424	0.3021394861
425	0.3020977053
426	0.3020440057
427	0.3019570929
428	0.3019176084
429	0.301849625
430	0.3018399749
431	0.3017677518
432	0.3017542401
433	0.3016349902
434	0.3016241908
435	0.3016208595
436	0.3016100334
437	0.3015960846
438	0.3015020084
439	0.3015008193
440	0.3014885247
441	0.3014567234
442	0.3014266685
443	0.3013804767
444	0.301280037
445	0.3012775027
446	0.3012694237
447	0.301237141
448	0.3011776767
449	0.3010744871
450	0.3009871853
451	0.3009771801
452	0.3009551549
453	0.3009262196
454	0.3008886189
455	0.3007671884
456	0.3006424819
457	0.300596808
458	0.3005671661
459	0.3005178685
460	0.3004605454
461	0.3002933919
462	0.3002491798
463	0.3002298287
464	0.300199507
465	0.3001282281
466	0.29997887
467	0.2999184546
468	0.2998554171
469	0.2998545559
470	0.2998129281
471	0.299782103
472	0.2997714334
473	0.2997382041
474	0.2996801482
475	0.2996756809
476	0.2995928363
477	0.2995826308
478	0.2995791354
479	0.2995422431
480	0.2995262399
481	0.2995102034
482	0.299443782
483	0.2994421544
484	0.2993998426
485	0.2993313482
486	0.2993300529
487	0.2992426489
488	0.2991254698
489	0.299106661
490	0.2990716833
491	0.299029702
492	0.2989715471
493	0.2988674108
494	0.2988338746
495	0.2988035371
496	0.2987933004
497	0.2987811159
498	0.2986986227
499	0.2986890252
500	0.2986379227
501	0.2986165486
502	0.2985318634
503	0.2985056815
504	0.2985053212
505	0.2984833654
506	0.2984313138
507	0.2982296924
508	0.2981987512
509	0.2981298076
510	0.2980959163
511	0.2980684715
512	0.2980576382
513	0.2980484038
514	0.2980203201
515	0.297936108
516	0.297919589
517	0.297847195
518	0.2978384889
519	0.2978202508
520	0.2977488433
521	0.2977392818
522	0.2977387351
523	0.2976933008
524	0.2976714702
525	0.2976544107
526	0.2975416381
527	0.2974978602
528	0.2974721765
529	0.2974156513
530	0.2973256845
531	0.2972709969
532	0.297240302
533	0.297225835
534	0.2971694536
535	0.2971421855
536	0.2970440267
537	0.2970296849
538	0.2970158075
539	0.2968970738
540	0.2968808848
541	0.2967061976
542	0.2966262869
543	0.2966218798
544	0.2965222458
545	0.2964366321
546	0.2963582108
547	0.2963531528
548	0.2963446032
549	0.2962967831
550	0.2962706452
551	0.2962016727
552	0.2961812556
553	0.2961624875
554	0.2960784407
555	0.2960647669
556	0.2960444568
557	0.2960402327
558	0.2960122534
559	0.2960031224
560	0.295986204
